1,55.90000
1,55.90000
1,55.90000
1,55.90000
1,55.90000
1,55.90000
1,55.90000
1,55.90000
1,55.90000
1,55.90000
1,55.90000
1,55.90000
1,55.90000
1,55.90000
1,55.90000
1,55.90000
1,55.90000
1,55.90000
1,55.90000
1,55.90000
2,75.90000
2,75.90000
2,75.90000
2,75.90000
2,75.90000
2,75.90000
2,75.90000
2,75.90000
2,75.90000
2,75.90000
2,75.90000
2,75.90000
2,75.90000
2,75.90000
2,75.90000
2,75.90000
2,75.90000
2,75.90000
2,75.90000
2,75.90000
3,0.10000
3,0.30000
3,0.00000
3,0.30000
3,0.10000
3,0.10000
3,0.00000
3,0.10000
3,0.40000
3,0.00000
3,0.00000
3,0.10000
3,0.20000
3,0.10000
3,0.10000
3,0.20000
3,0.20000
3,0.10000
3,0.30000
3,0.10000
4,31.90000
4,31.90000
4,31.90000
4,31.90000
4,31.90000
4,31.90000
4,31.90000
4,31.90000
4,31.90000
4,31.90000
4,31.90000
4,31.90000
4,31.90000
4,31.90000
4,31.90000
4,31.90000
4,31.90000
4,31.90000
4,31.90000
4,31.90000
5,50.90000
5,50.90000
5,50.90000
5,50.90000
5,50.90000
5,50.90000
5,50.90000
5,50.90000
5,50.90000
5,50.90000
5,50.90000
5,50.90000
5,50.90000
5,50.90000
5,50.90000
5,50.90000
5,50.90000
5,50.90000
5,50.90000
5,50.90000
6,100.90000
6,100.90000
6,100.90000
6,100.90000
6,100.90000
6,100.90000
6,100.90000
6,100.90000
6,100.90000
6,100.90000
6,100.90000
6,100.90000
6,86.90000
6,100.90000
6,88.90000
6,100.90000
6,100.90000
6,100.90000
6,100.90000
6,100.90000
7,1.50000
7,1.60000
7,1.50000
7,1.30000
7,1.60000
7,1.80000
7,1.40000
7,101.90000
7,1.50000
7,1.60000
7,107.90000
7,1.60000
7,1.60000
7,1.60000
7,1.50000
7,1.70000
7,1.50000
7,1.40000
7,1.60000
7,98.90000
8,1.50000
8,1.60000
8,1.60000
8,1.60000
8,1.70000
8,1.70000
8,1.60000
8,1.50000
8,1.40000
8,1.40000
8,1.60000
8,1.60000
8,1.60000
8,1.70000
8,1.50000
8,1.40000
8,1.50000
8,1.50000
8,1.70000
8,1.60000
9,1.60000
9,1.60000
9,1.40000
9,1.30000
9,1.50000
9,1.40000
9,1.60000
9,1.40000
9,1.70000
9,1.60000
9,1.50000
9,1.40000
9,1.70000
9,1.30000
9,1.60000
9,1.60000
9,1.40000
9,1.60000
9,1.60000
9,1.60000
10,1.30000
10,1.30000
10,1.40000
10,1.30000
10,1.20000
10,94.90000
10,1.40000
10,1.40000
10,1.20000
10,1.30000
10,92.90000
10,1.40000
10,93.90000
10,1.40000
10,78.90000
10,1.30000
10,1.20000
10,1.10000
10,1.30000
10,1.30000
11,1.60000
11,1.30000
11,1.40000
11,1.40000
11,110.90000
11,1.60000
11,1.60000
11,1.40000
11,114.90000
11,116.90000
11,1.50000
11,112.90000
11,1.50000
11,1.60000
11,1.60000
11,1.70000
11,1.60000
11,112.90000
11,1.30000
11,1.60000
12,1.10000
12,1.30000
12,1.40000
12,1.10000
12,1.20000
12,1.40000
12,1.50000
12,1.20000
12,1.40000
12,1.30000
12,1.40000
12,1.20000
12,1.50000
12,1.40000
12,1.30000
12,1.20000
12,1.40000
12,1.40000
12,1.00000
12,1.20000
13,2.50000
13,2.50000
13,2.50000
13,2.40000
13,2.30000
13,146.90000
13,2.40000
13,2.60000
13,2.40000
13,2.30000
13,2.30000
13,2.50000
13,2.50000
13,2.40000
13,2.40000
13,2.60000
13,2.40000
13,2.60000
13,2.50000
13,2.50000
14,192.90000
14,2.50000
14,2.60000
14,2.40000
14,205.90000
14,2.50000
14,2.40000
14,2.40000
14,2.40000
14,2.50000
14,2.40000
14,178.90000
14,2.50000
14,2.60000
14,2.40000
14,2.40000
14,2.60000
14,201.90000
14,2.60000
14,185.90000
15,2.50000
15,2.70000
15,2.60000
15,2.50000
15,2.50000
15,2.50000
15,2.50000
15,2.50000
15,2.50000
15,2.50000
15,2.50000
15,2.80000
15,2.60000
15,2.40000
15,2.10000
15,2.40000
15,2.50000
15,2.50000
15,2.40000
15,2.60000
16,2.60000
16,117.90000
16,113.90000
16,2.50000
16,2.30000
16,2.40000
16,117.90000
16,105.90000
16,110.90000
16,2.70000
16,2.40000
16,2.40000
16,2.40000
16,103.90000
16,104.90000
16,121.90000
16,2.40000
16,2.40000
16,2.60000
16,2.30000
17,2.50000
17,2.30000
17,2.40000
17,2.40000
17,2.40000
17,2.40000
17,2.50000
17,135.90000
17,2.40000
17,2.40000
17,161.90000
17,2.40000
17,2.50000
17,2.40000
17,156.90000
17,2.40000
17,2.60000
17,162.90000
17,152.90000
17,2.40000
18,2.50000
18,2.70000
18,2.40000
18,2.50000
18,2.30000
18,2.30000
18,2.40000
18,2.40000
18,2.60000
18,2.30000
18,2.50000
18,2.40000
18,2.50000
18,2.50000
18,2.40000
18,2.50000
18,252.90000
18,2.20000
18,2.50000
18,2.50000
19,1.50000
19,1.40000
19,1.50000
19,1.30000
19,730.90000
19,1.60000
19,1.50000
19,663.90000
19,1.30000
19,716.90000
19,730.90000
19,1.50000
19,1.40000
19,1.20000
19,1.50000
19,1.50000
19,1.20000
19,1.20000
19,1.30000
19,1.20000
20,2.40000
20,880.90000
20,793.90000
20,725.90000
20,2.50000
20,2.40000
20,2.70000
20,796.90000
20,938.90000
20,2.40000
20,2.40000
20,2.40000
20,1016.90000
20,2.30000
20,695.90000
20,2.30000
20,2.30000
20,2.20000
20,2.40000
20,665.90000
21,742.90000
21,3.60000
21,3.40000
21,938.90000
21,3.60000
21,727.90000
21,3.40000
21,594.90000
21,3.30000
21,3.40000
21,3.40000
21,3.50000
21,3.40000
21,3.30000
